user_id,item_id
60,3
60,250
60,148
60,100
60,1528
60,68
60,556
61,397
61,97
61,862
61,274
61,721
61,864
61,1819
61,431
61,1015
61,393
62,1019
62,1131
62,1254
62,1608
62,1228
62,907
62,1821
62,1256
62,448
62,1980
63,527
63,1794
63,896
63,324
63,822
63,322
63,1878
63,1314
63,1945
63,61
64,1131
64,2049
64,912
64,1231
64,418
64,380
64,2069
64,1837
64,1304
64,1206
65,196
65,42
65,1294
65,89
65,1624
65,84
65,472
65,816
65,652
65,1748
66,1190
66,1411
66,1528
66,1041
66,505
66,1879
66,732
66,434
66,1326
66,1364
67,79
67,749
67,536
67,144
67,169
67,695
67,189
67,1358
67,823
67,235
68,1208
68,142
68,1402
68,663
68,1433
68,467
68,1615
68,658
68,140
68,168
69,394
69,1608
69,231
69,1510
69,927
69,392
69,265
69,1648
69,1123
69,229
70,218
70,349
70,1349
70,613
70,2021
70,1534
70,347
70,1764
70,104
70,431
71,471
71,362
71,709
71,200
71,77
71,151
71,1471
71,294
71,980
71,1839
72,1136
72,1185
72,574
72,1743
72,1003
72,425
72,918
72,915
72,1298
72,430
73,876
73,963
73,577
73,979
73,1185
73,606
73,301
73,923
73,1125
73,581
74,323
74,1573
74,310
74,700
74,32
74,1713
74,804
74,1204
74,1518
74,36
75,279
75,1015
75,1868
75,852
75,830
75,489
75,2143
75,1593
75,2081
75,1871
76,1025
76,1342
76,1349
76,2047
76,1356
76,10
76,52
76,483
76,511
76,386
77,624
77,405
77,1061
77,892
77,2047
77,372
77,616
77,1556
77,80
77,1083
78,34
78,1841
78,1002
78,1419
78,1050
78,246
78,172
78,375
78,1396
78,372
79,598
79,787
79,257
79,231
79,1988
79,915
79,435
79,1332
79,413
79,1415
80,864
80,574
80,1275
80,1222
80,1340
80,1259
80,1117
80,1560
80,2131
80,1335
81,799
81,1533
81,1149
81,882
81,489
81,103
81,1019
81,1736
81,1697
81,2040
82,1849
82,59
82,958
82,1612
82,818
82,750
82,454
82,1739
82,711
82,1058
83,57
83,674
83,932
83,475
83,1214
83,1202
83,155
83,124
83,185
83,942
84,943
84,124
84,2
84,1721
84,128
84,961
84,692
84,501
84,126
84,1572
85,1078
85,972
85,1820
85,1019
85,728
85,970
85,996
85,1003
85,1018
85,1123
86,574
86,767
86,257
86,1132
86,977
86,1867
86,760
86,592
86,230
86,1301
87,394
87,456
87,1562
87,229
87,216
87,397
87,461
87,1247
87,729
87,114
88,1400
88,815
88,92
88,361
88,252
88,1361
88,1292
88,780
88,52
88,544
89,305
89,523
89,203
89,179
89,1354
89,531
89,1190
89,845
89,1725
89,1383
90,538
90,980
90,1538
90,124
90,67
90,289
90,190
90,1039
90,954
90,942
91,1012
91,172
91,1361
91,1833
91,361
91,351
91,622
91,2091
91,1035
91,1567
92,219
92,850
92,456
92,489
92,838
92,1820
92,834
92,278
92,392
92,1483
93,755
93,155
93,501
93,29
93,151
93,690
93,1047
93,2091
93,1407
93,2077
94,574
94,1153
94,674
94,1254
94,2025
94,819
94,883
94,134
94,367
94,872
95,1499
95,343
95,615
95,1318
95,2005
95,585
95,333
95,637
95,305
95,1678
96,305
96,536
96,537
96,890
96,1833
96,563
96,71
96,620
96,10
96,1904
97,938
97,353
97,1793
97,1363
97,33
97,1627
97,666
97,289
97,373
97,319
98,984
98,1040
98,1058
98,305
98,980
98,205
98,84
98,140
98,1762
98,331
99,819
99,707
99,499
99,288
99,651
99,1432
99,932
99,76
99,373
99,505
100,1128
100,1217
100,1461
100,1317
100,256
100,330
100,347
100,55
100,1296
100,353
101,344
101,109
101,196
101,1529
101,1116
101,349
101,183
101,1113
101,1059
101,1620
102,394
102,773
102,433
102,260
102,1505
102,489
102,334
102,483
102,256
102,104
103,1561
103,334
103,606
103,1036
103,1786
103,1867
103,913
103,1340
103,1992
103,1903
104,1471
104,1518
104,531
104,731
104,506
104,1479
104,1763
104,1430
104,23
104,1295
105,555
105,150
105,1573
105,117
105,844
105,1739
105,1294
105,1209
105,1233
105,289
106,319
106,372
106,1584
106,1613
106,382
106,1279
106,378
106,357
106,93
106,1286
107,226
107,1015
107,1562
107,758
107,1561
107,575
107,1684
107,268
107,603
107,474
108,63
108,433
108,982
108,495
108,670
108,533
108,1068
108,342
108,58
108,1493
109,727
109,1608
109,395
109,1254
109,964
109,599
109,970
109,1247
109,913
109,868
110,1735
110,597
110,918
110,838
110,257
110,1638
110,1697
110,1180
110,1777
110,1144
111,63
111,1529
111,183
111,89
111,406
111,195
111,558
111,1685
111,451
111,1288
112,1276
112,1221
112,222
112,1552
112,393
112,2011
112,2132
112,911
112,275
112,764
113,1131
113,971
113,963
113,1160
113,1172
113,231
113,2050
113,799
113,1187
113,1372
114,785
114,257
114,1159
114,1683
114,1845
114,1165
114,1330
114,916
114,834
114,1136
115,830
115,1156
115,1867
115,1817
115,1883
115,1040
115,1261
115,2023
115,1015
115,1844
116,598
116,761
116,867
116,1562
116,918
116,586
116,1608
116,1648
116,1679
116,401
117,558
117,1402
117,618
117,126
117,2018
117,1250
117,54
117,1490
117,327
117,531
118,1078
118,106
118,2135
118,908
118,1368
118,722
118,927
118,430
118,763
118,1652
119,674
119,51
119,538
119,501
119,560
119,1700
119,651
119,1059
119,567
119,1394
120,761
120,1391
120,1222
120,221
120,393
120,439
120,721
120,1820
120,1709
120,1708
121,321
121,384
121,287
121,1430
121,657
121,1378
121,1304
121,3
121,514
121,1
122,1250
122,282
122,804
122,1283
122,170
122,383
122,1832
122,95
122,374
122,1463
123,513
123,200
123,656
123,1105
123,953
123,538
123,146
123,16
123,32
123,2121
124,780
124,1505
124,19
124,379
124,1985
124,1070
124,336
124,837
124,1875
124,124
125,768
125,222
125,971
125,1679
125,977
125,1560
125,265
125,599
125,1018
125,2085
126,1161
126,1132
126,222
126,1544
126,1608
126,425
126,1224
126,850
126,1301
126,907
127,1406
127,615
127,109
127,1670
127,156
127,778
127,437
127,1627
127,452
127,2102
128,574
128,883
128,1575
128,607
128,2025
128,1647
128,615
128,1003
128,2159
128,1333
129,40
129,2
129,647
129,1096
129,1294
129,1209
129,620
129,1220
129,1199
129,1201
130,1249
130,717
130,395
130,1338
130,1004
130,367
130,1969
130,2127
130,2085
130,581
131,893
131,116
131,988
131,1270
131,133
131,1480
131,142
131,146
131,1022
131,907
132,1264
132,758
132,759
132,1275
132,1224
132,760
132,1790
132,474
132,1980
132,1081
133,291
133,533
133,41
133,1142
133,74
133,32
133,1759
133,1758
133,151
133,544
134,1209
134,147
134,1208
134,655
134,1059
134,1887
134,1746
134,120
134,2077
134,823
135,971
135,640
135,717
135,1608
135,1988
135,1665
135,790
135,1514
135,1261
135,586
136,305
136,634
136,624
136,1285
136,1833
136,887
136,1083
136,1832
136,713
136,168
137,1098
137,1216
137,89
137,25
137,1097
137,490
137,378
137,637
137,345
137,455
138,440
138,1101
138,1318
138,495
138,137
138,270
138,1461
138,1040
138,256
138,24
139,143
139,1250
139,1202
139,657
139,328
139,324
139,142
139,2005
139,815
139,398
140,730
140,258
140,640
140,834
140,850
140,456
140,1560
140,918
140,763
140,1517
141,241
141,960
141,956
141,669
141,204
141,247
141,114
141,88
141,1350
141,482
142,1343
142,648
142,1105
142,1045
142,454
142,1209
142,662
142,1958
142,1891
142,1032
143,40
143,878
143,1105
143,714
143,403
143,142
143,475
143,749
143,198
143,144
144,54
144,890
144,651
144,942
144,208
144,1286
144,69
144,1361
144,161
144,1210
145,291
145,237
145,1528
145,1094
145,1128
145,56
145,1878
145,1806
145,15
145,1412
146,693
146,773
146,1040
146,2171
146,125
146,1450
146,558
146,237
146,879
146,1875
147,672
147,1343
147,960
147,733
147,246
147,650
147,122
147,1612
147,1519
147,1252
148,598
148,905
148,767
148,2010
148,609
148,1549
148,574
148,1684
148,1665
148,1735
149,1487
149,1486
149,301
149,964
149,1227
149,2131
149,1187
149,257
149,851
149,217
150,126
150,289
150,714
150,1343
150,991
150,1039
150,1434
150,666
150,533
150,649
151,984
151,114
151,1028
151,1612
151,488
151,947
151,647
151,1096
151,1540
151,840
152,79
152,1028
152,1088
152,402
152,1362
152,471
152,1364
152,85
152,510
152,816
153,567
153,1794
153,1289
153,1283
153,1025
153,1378
153,1639
153,703
153,86
153,1292
154,785
154,787
154,1735
154,1167
154,607
154,93
154,1829
154,858
154,2023
154,2034
155,860
155,574
155,1050
155,1474
155,577
155,1927
155,1006
155,377
155,718
155,90
156,328
156,287
156,651
156,5
156,708
156,378
156,1427
156,1041
156,661
156,1805
157,647
157,57
157,845
157,501
157,475
157,1205
157,1430
157,1492
157,931
157,167
158,1000
158,1739
158,1452
158,124
158,426
158,1106
158,320
158,943
158,478
158,496
159,1276
159,229
159,1549
159,609
159,1592
159,1552
159,1004
159,1665
159,1735
159,1788
160,767
160,1605
160,1829
160,1006
160,32
160,778
160,1791
160,1602
160,1536
160,1007
161,282
161,716
161,696
161,1471
161,384
161,535
161,1304
161,751
161,616
161,507
162,982
162,741
162,116
162,170
162,17
162,383
162,180
162,1833
162,2047
162,1454
163,196
163,495
163,125
163,1294
163,1104
163,1668
163,1359
163,206
163,1028
163,1271
164,1793
164,1620
164,1671
164,1896
164,684
164,1474
164,1910
164,1526
164,1377
164,615
165,812
165,730
165,401
165,1160
165,423
165,1161
165,728
165,231
165,1993
165,2143
166,25
166,558
166,114
166,1505
166,821
166,1747
166,900
166,40
166,451
166,1780
167,289
167,403
167,1355
167,4
167,563
167,822
167,1639
167,1194
167,1933
167,121
168,256
168,1250
168,176
168,595
168,429
168,1283
168,29
168,1411
168,879
168,1630
169,536
169,947
169,1725
169,402
169,880
169,1354
169,991
169,361
169,528
169,942
170,623
170,1471
170,527
170,141
170,1089
170,652
170,535
170,1354
170,1191
170,1463
171,1098
171,1290
171,109
171,1002
171,1478
171,1524
171,2128
171,285
171,322
171,1439
172,388
172,74
172,1362
172,527
172,1294
172,84
172,547
172,1779
172,1833
172,1396
173,693
173,804
173,1142
173,10
173,95
173,708
173,1906
173,73
173,35
173,1863
174,143
174,161
174,142
174,1470
174,1214
174,560
174,385
174,498
174,48
174,982
175,982
175,1294
175,136
175,1451
175,455
175,122
175,1088
175,1505
175,986
175,1460
176,1061
176,79
176,288
176,1733
176,822
176,846
176,1839
176,751
176,185
176,306
177,257
177,1036
177,1665
177,220
177,862
177,1588
177,448
177,1256
177,1587
177,1165
178,1464
178,1064
178,42
178,250
178,776
178,698
178,1236
178,1086
178,641
178,1067
179,569
179,56
179,696
179,881
179,731
179,175
179,36
179,1198
179,1945
179,745
180,195
180,520
180,321
180,743
180,1480
180,529
180,1972
180,89
180,1621
180,1220
181,472
181,433
181,137
181,476
181,117
181,1461
181,398
181,637
181,1668
181,837
182,908
182,1247
182,105
182,1256
182,1821
182,1251
182,1136
182,796
182,1771
182,876
183,48
183,1056
183,164
183,651
183,947
183,327
183,239
183,1763
183,932
183,1923
184,567
184,821
184,388
184,333
184,656
184,385
184,1703
184,816
184,1624
184,158
185,429
185,89
185,1540
185,533
185,626
185,337
185,670
185,1668
185,1741
185,1345
186,579
186,419
186,641
186,730
186,603
186,610
186,395
186,219
186,590
186,795
187,114
187,984
187,485
187,195
187,160
187,310
187,1028
187,129
187,10
187,2128
188,335
188,1552
188,1228
188,279
188,1136
188,99
188,1146
188,1914
188,2080
188,876
189,498
189,1451
189,690
189,695
189,313
189,324
189,503
189,991
189,818
189,680
190,984
190,252
190,1624
190,148
190,428
190,519
190,308
190,338
190,1623
190,707
191,240
191,16
191,195
191,1097
191,650
191,378
191,203
191,1267
191,1432
191,29
192,785
192,423
192,1857
192,1968
192,1777
192,1330
192,1179
192,1512
192,2004
192,414
193,523
193,984
193,45
193,1460
193,961
193,1851
193,69
193,320
193,354
193,1
194,1098
194,394
194,24
194,1384
194,337
194,1068
194,1541
194,381
194,1875
194,18
195,419
195,1486
195,2064
195,445
195,1275
195,1545
195,1368
195,870
195,1228
195,276
196,1669
196,163
196,1569
196,1204
196,57
196,958
196,236
196,1202
196,684
196,17
197,1131
197,727
197,267
197,1665
197,1930
197,1590
197,1788
197,1883
197,1596
197,425
198,860
198,237
198,1002
198,585
198,1227
198,925
198,1076
198,1392
198,1173
198,1478
199,787
199,963
199,767
199,862
199,597
199,1368
199,439
199,1277
199,1179
199,758
200,773
200,1317
200,24
200,1703
200,1894
200,2145
200,1806
200,1095
200,1037
200,557
201,218
201,1762
201,1985
201,487
201,512
201,1629
201,1064
201,1461
201,160
201,691
202,536
202,1851
202,1470
202,467
202,1358
202,1403
202,313
202,1191
202,1310
202,659
203,1057
203,1318
203,678
203,636
203,260
203,55
203,1462
203,2079
203,901
203,18
204,498
204,34
204,647
204,1832
204,313
204,616
204,1314
204,528
204,2147
204,900
205,328
205,733
205,547
205,671
205,804
205,1671
205,959
205,803
205,1751
205,203
206,728
206,1101
206,1349
206,1036
206,1359
206,1988
206,1064
206,1185
206,1861
206,39
207,860
207,761
207,105
207,419
207,730
207,1022
207,1760
207,763
207,301
207,1170
208,598
208,1160
208,768
208,267
208,1965
208,397
208,979
208,1036
208,220
208,758
209,828
209,598
209,1533
209,1161
209,1164
209,876
209,2010
209,1790
209,1743
209,1883
210,1518
210,74
210,237
210,1733
210,1626
210,702
210,323
210,1767
210,822
210,1945
211,598
211,1510
211,828
211,1648
211,1330
211,788
211,834
211,1256
211,790
211,867
212,1411
212,241
212,1460
212,187
212,1381
212,1194
212,845
212,16
212,2139
212,155
213,579
213,1249
213,640
213,1015
213,1562
213,1988
213,576
213,268
213,1081
213,393
214,222
214,876
214,265
214,828
214,1123
214,1134
214,106
214,1596
214,2034
214,1594
215,137
215,92
215,1002
215,1540
215,1128
215,241
215,558
215,1703
215,341
215,1875
216,1344
216,1623
216,1967
216,636
216,615
216,1505
216,1599
216,814
216,632
216,1272
217,297
217,927
217,1130
217,1652
217,396
217,223
217,1856
217,1274
217,746
217,1978
218,220
218,1589
218,1247
218,99
218,484
218,908
218,848
218,222
218,412
218,98
219,291
219,1053
219,48
219,40
219,1052
219,1519
219,1904
219,246
219,254
219,1406
220,558
220,1362
220,741
220,570
220,403
220,1184
220,69
220,1766
220,187
220,1268
221,615
221,1625
221,637
221,561
221,13
221,901
221,679
221,1526
221,801
221,378
222,5
222,1310
222,1439
222,707
222,2147
222,698
222,207
222,1880
222,135
222,527
223,1101
223,255
223,137
223,250
223,41
223,331
223,1162
223,816
223,1364
223,1450
224,132
224,134
224,1669
224,1355
224,716
224,36
224,246
224,241
224,17
224,554
225,1131
225,297
225,1389
225,575
225,1170
225,830
225,421
225,1857
225,1602
225,573
226,686
226,124
226,1098
226,938
226,1452
226,932
226,2005
226,1499
226,145
226,243
227,585
227,727
227,1159
227,1165
227,1301
227,1180
227,1821
227,1683
227,1488
227,574
228,471
228,1209
228,153
228,755
228,1385
228,428
228,1355
228,199
228,935
228,27
229,984
229,1645
229,538
229,632
229,384
229,185
229,201
229,1443
229,1430
229,134
230,1080
230,1173
230,1159
230,1130
230,1166
230,445
230,1179
230,1788
230,2025
230,1602
231,37
231,240
231,693
231,137
231,780
231,1128
231,1070
231,1761
231,1097
231,335
232,918
232,433
232,334
232,79
232,2005
232,102
232,2130
232,103
232,1792
232,1172
233,1076
233,963
233,1264
233,103
233,1544
233,728
233,1022
233,1543
233,1554
233,1790
234,1019
234,601
234,883
234,1164
234,912
234,605
234,1874
234,1248
234,210
234,1263
235,419
235,647
235,979
235,832
235,1488
235,1379
235,1851
235,45
235,1454
235,403
236,485
236,1622
236,1648
236,860
236,1128
236,641
236,1646
236,33
236,1275
236,1606
237,963
237,727
237,1221
237,977
237,607
237,911
237,1488
237,1883
237,2159
237,461
238,183
238,218
238,130
238,1062
238,87
238,556
238,901
238,1909
238,1357
238,1780
239,239
239,1877
239,1084
239,475
239,173
239,319
239,29
239,1825
239,254
239,1833
240,456
240,226
240,106
240,574
240,1562
240,838
240,222
240,862
240,401
240,867
241,578
241,1379
241,1208
241,1383
241,478
241,142
241,661
241,1361
241,499
241,152
242,310
242,1613
242,321
242,1084
242,3
242,571
242,896
242,79
242,1001
242,114
243,116
243,1061
243,567
243,153
243,651
243,755
243,1361
243,133
243,1194
243,426
244,759
244,1221
244,641
244,222
244,1372
244,422
244,765
244,1927
244,1978
244,1688
245,1204
245,844
245,327
245,1381
245,118
245,247
245,680
245,1048
245,121
245,1881
246,569
246,25
246,2031
246,71
246,532
246,1402
246,1479
246,319
246,549
246,378
247,787
247,574
247,1132
247,640
247,577
247,1821
247,1513
247,576
247,1145
247,298
248,226
248,423
248,912
248,1665
248,1993
248,1652
248,914
248,1656
248,1889
248,1602
249,42
249,773
249,344
249,1023
249,241
249,379
249,19
249,1378
249,1162
249,840
250,1221
250,977
250,927
250,785
250,1560
250,729
250,869
250,1978
250,917
250,275
251,574
251,1015
251,727
251,1159
251,1549
251,1149
251,220
251,1821
251,269
251,1081
252,161
252,388
252,25
252,126
252,743
252,1619
252,1
252,887
252,66
252,1775
253,1402
253,618
253,623
253,659
253,887
253,1309
253,197
253,779
253,1700
253,1906
254,741
254,647
254,690
254,362
254,1355
254,475
254,403
254,1378
254,953
254,533
255,554
255,467
255,89
255,823
255,403
255,1573
255,1432
255,1629
255,327
255,1252
256,2
256,57
256,709
256,69
256,144
256,406
256,716
256,83
256,379
256,1849
257,925
257,93
257,1185
257,222
257,1172
257,1393
257,799
257,590
257,1165
257,808
258,1379
258,890
258,818
258,1189
258,29
258,1050
258,1731
258,738
258,1289
258,1671
259,1568
259,990
259,1189
259,653
259,322
259,1878
259,516
259,881
259,283
259,800
260,288
260,843
260,684
260,568
260,994
260,1573
260,1294
260,85
260,151
260,236
261,1056
261,1363
261,319
261,549
261,1206
261,2
261,308
261,547
261,617
261,1323
262,137
262,1106
262,483
262,1614
262,1979
262,1668
262,89
262,980
262,147
262,1296
263,830
263,574
263,445
263,1275
263,1134
263,907
263,914
263,393
263,1509
263,1180
264,34
264,624
264,145
264,527
264,29
264,1713
264,379
264,317
264,486
264,535
265,417
265,1600
265,1487
265,1993
265,722
265,914
265,392
265,1607
265,1223
265,421
266,1270
266,179
266,84
266,124
266,1454
266,379
266,953
266,1201
266,475
266,115
267,1544
267,1562
267,1166
267,474
267,1245
267,221
267,1165
267,1259
267,1855
267,1372
268,1061
268,180
268,773
268,947
268,989
268,383
268,498
268,647
268,1271
268,361
269,1914
269,219
269,1680
269,790
269,1180
269,1175
269,1792
269,211
269,221
269,1302
270,693
270,114
270,483
270,1622
270,250
270,339
270,428
270,1899
270,68
270,2079
271,255
271,558
271,37
271,151
271,1540
271,1317
271,1407
271,1057
271,691
271,1070
272,674
272,684
272,955
272,902
272,686
272,373
272,670
272,473
272,971
272,1944
273,328
273,1286
273,1432
273,32
273,555
273,1763
273,282
273,42
273,2121
273,669
274,1520
274,1216
274,388
274,2005
274,1253
274,170
274,342
274,1184
274,1364
274,255
275,222
275,597
275,765
275,857
275,1130
275,1149
275,587
275,809
275,2034
275,396
276,985
276,1499
276,333
276,172
276,563
276,252
276,1088
276,1850
276,1904
276,282
277,570
277,1250
277,84
277,1833
277,1190
277,1480
277,625
277,124
277,674
277,1565
278,614
278,394
278,1703
278,1622
278,16
278,151
278,776
278,1521
278,181
278,463
279,270
279,405
279,1406
279,319
279,1805
279,376
279,254
279,379
279,406
279,1027
280,476
280,1407
280,345
280,1668
280,325
280,676
280,552
280,2005
280,452
280,1612
281,585
281,103
281,1517
281,229
281,763
281,1554
281,1697
281,1799
281,1790
281,1542
282,93
282,40
282,379
282,158
282,2
282,34
282,347
282,84
282,556
282,1190
283,203
283,362
283,536
283,4
283,126
283,1402
283,1455
283,1847
283,560
283,822
284,1368
284,1173
284,1631
284,1596
284,1159
284,1487
284,1560
284,1221
284,2051
284,729
285,196
285,325
285,88
285,1406
285,625
285,875
285,1142
285,345
285,2171
285,39
286,93
286,536
286,16
286,1427
286,1216
286,1270
286,351
286,1621
286,194
286,403
287,1406
287,1101
287,1529
287,1421
287,1599
287,556
287,352
287,58
287,355
287,39
288,1087
288,892
288,1012
288,2013
288,1442
288,66
288,560
288,751
288,487
288,985
289,812
289,1134
289,883
289,2057
289,1368
289,1500
289,1652
289,725
289,573
289,760
290,1015
290,799
290,1638
290,221
290,1340
290,1695
290,865
290,856
290,1557
290,759
291,1794
291,657
291,566
291,1471
291,1114
291,533
291,539
291,518
291,164
291,1284
292,249
292,1353
292,1706
292,71
292,1769
292,1803
292,1749
292,1475
292,1798
292,235
293,7
293,520
293,150
293,741
293,42
293,821
293,374
293,1833
293,52
293,2111
294,265
294,1228
294,1245
294,1601
294,1251
294,848
294,600
294,1502
294,2163
294,1842
295,472
295,650
295,533
295,1461
295,1351
295,310
295,350
295,804
295,2128
295,3
296,554
296,555
296,358
296,483
296,1352
296,680
296,352
296,1073
296,3
296,804
297,488
297,984
297,1101
297,1290
297,1097
297,1073
297,1419
297,925
297,837
297,648
298,1460
298,33
298,1023
298,514
298,1732
298,1813
298,1910
298,547
298,990
298,1325
299,577
299,334
299,1543
299,2070
299,2131
299,268
299,757
299,1081
299,1660
299,1387
300,256
300,651
300,74
300,203
300,291
300,821
300,1427
300,170
300,634
300,321
301,78
301,289
301,1270
301,750
301,77
301,578
301,1470
301,2151
301,84
301,1194
302,767
302,1131
302,219
302,1217
302,1279
302,930
302,423
302,1868
302,1061
302,1132
303,625
303,1023
303,570
303,1499
303,1267
303,433
303,1471
303,1167
303,405
303,1680
304,506
304,1759
304,985
304,167
304,361
304,878
304,379
304,538
304,1207
304,998
305,440
305,89
305,830
305,1217
305,1406
305,2005
305,451
305,1421
305,970
305,1988
306,984
306,57
306,483
306,1035
306,1746
306,517
306,666
306,1724
306,2060
306,473
307,1053
307,32
307,769
307,1878
307,1945
307,38
307,800
307,382
307,1439
307,2047
308,237
308,322
308,544
308,774
308,1295
308,1389
308,1471
308,1406
308,1196
308,382
309,472
309,117
309,1094
309,353
309,669
309,1793
309,680
309,378
309,451
309,1524
310,891
310,1377
310,661
310,285
310,992
310,475
310,1454
310,738
310,902
310,1718
311,270
311,578
311,960
311,466
311,1039
311,879
311,1062
311,773
311,823
311,1411
312,394
312,597
312,790
312,1368
312,7
312,859
312,1053
312,1140
312,1864
312,1604
313,1460
313,240
313,114
313,405
313,1573
313,1289
313,693
313,1565
313,164
313,1478
314,1062
314,1064
314,1781
314,465
314,25
314,339
314,1478
314,1967
314,936
314,1769
315,211
315,717
315,1760
315,393
315,763
315,401
315,1132
315,1647
315,93
315,911
316,2057
316,972
